process_name,avg_wait_time,avg_turnaround_time,context_switches
P467,53431.52676659529,55834.31691648822,468
P468,53627.64957264957,56029.18376068376,469
P469,53813.06396588486,56213.34328358209,470
P470,53997.98510638298,56397.0085106383,471
P471,54185.38004246284,56583.14861995754,472
P472,54377.17796610169,56773.69279661017,473
P473,54567.51585623679,56962.775898520085,474
P474,54755.31856540084,57149.324894514764,475
P475,54941.692631578946,57334.444210526315,476
P476,55137.85294117647,57529.346638655465,477
P477,55332.42557651992,57722.662473794546,478
P478,55519.794979079496,57908.77824267782,479
P479,55710.05845511482,58097.789144050104,480
P480,55910.61875,58297.1,481
P481,56103.91268191268,58489.14553014553,482
P482,56294.87966804979,58678.865145228214,483
P483,56483.884057971016,58866.619047619046,484
P484,56687.2520661157,59068.73347107438,485
P485,56883.4969072165,59263.725773195874,486
P486,57074.24074074074,59453.220164609054,487
P487,57269.16837782341,59646.89527720739,488
P488,57473.10655737705,59849.57991803279,489
P489,57669.33537832311,60044.556237218814,490
P490,57864.09591836735,60238.06530612245,491
P491,58061.073319755604,60433.790224032586,492
P492,58262.48577235772,60633.94918699187,493
P493,58462.60649087221,60832.815415821504,494
P494,58660.43319838057,61029.38866396761,495
P495,58853.84242424242,61221.545454545456,496
P496,59063.23387096774,61429.68548387097,497
P497,59266.14486921529,61631.342052313885,498
P498,59463.923694779114,61827.86546184739,499
P499,59658.86773547094,62021.55711422845,500
P500,59869.588,62231.026,501
P501,60074.64071856288,62434.82834331338,502
P502,60273.72310756972,62632.663346613546,503
P503,60472.93638170974,62830.626242544735,504
P504,60686.13492063492,63042.57142857143,505
P505,60887.9900990099,63243.17623762376,506
P506,61088.90909090909,63442.84584980237,507
P507,61293.60157790927,63646.2899408284,508
P508,61505.24803149606,63856.68503937008,509
P509,61708.821218074656,64059.00392927309,510
P510,61915.05882352941,64263.98823529412,511
P511,62115.76908023484,64463.4481409002,512
P512,62331.5078125,64677.9375,513
P513,62543.25925925926,64888.44054580897,514
P514,62747.19260700389,65091.12645914397,515
P515,62949.100970873784,65291.790291262136,516
P516,63168.032945736435,65509.48062015504,517
P517,63381.818181818184,65722.02127659574,518
P518,63586.59073359073,65925.54826254827,519
P519,63791.55684007707,66129.27167630057,520
P520,64013.192307692305,66349.66346153847,521
P521,64223.27063339731,66558.5009596929,522
P522,64430.166666666664,66764.15325670499,523
P523,64641.43403441682,66974.1739961759,524
P524,64859.692748091606,67191.18320610687,525
P525,65074.24571428572,67404.48761904762,526
P526,65283.94866920152,67612.94486692015,527
P527,65493.834914611005,67821.5825426945,528
P528,65717.72159090909,68044.2178030303,529
P529,65933.87901701323,68259.1247637051,530
P530,66145.61698113207,68469.61132075472,531
P531,66356.08286252354,68678.8286252354,532
P532,66580.1015037594,68901.5977443609,533
P533,66798.71669793621,69118.96060037524,534
P534,67010.67415730337,69329.66666666667,535
P535,67223.67850467289,69541.41869158878,536
